Probe Set	Identifier	FirstOfLocuslink	FirstOfName	FirstOfFunction	Description							
4830053	AW451600		HS.559950		HS.559950							
4880603	NM_033056.3	65217	PCDH15		PCDH15							
7150037	DA113700		HS.582119		HS.582119							
2750201	NM_001005482.1	79310	OR5H2		OR5H2							
6280180	XM_933794.1	646649	LOC646649		LOC646649							
50167	BC043520		HS.559406		HS.559406							
670601	XM_496355.3	440577	LOC440577		LOC440577							
3460360	NM_001004733.1	390191	OR5B12		OR5B12							
4060056	NM_199420.3	10721	POLQ		POLQ							
4810612	BI480929		HS.543985		HS.543985							
5690187	NM_000119.1	2038	EPB42		EPB42							
7550241	CN426711		HS.570762		HS.570762							
2970601	DB041285		HS.576906		HS.576906							
4230035	NM_025164.3	23387	KIAA0999		KIAA0999							
6940672	XM_926146.1	390372	LOC390372		LOC390372							
2640544	NM_054012.3	445	ASS1		ASS1							
4640593	XM_001126358.1	728012	LOC728012		LOC728012							
5900154	XM_001126358.1	728012	LOC728012		LOC728012							
1850170	NM_153345.1	135932	TMEM139		TMEM139							
5670441	NM_001007122.1	123722	FSD2		FSD2							
2970379	NM_005863.3	10276	NET1		NET1							
6110279	NM_005863.3	10276	NET1		NET1							
5890563	NM_173560.1	222546	RFXDC1		RFXDC1							
240196	XM_496438.2	653487	LOC653487		LOC653487							
240072	AI580150		HS.321580		HS.321580							
510088	NM_032437.1	84455	EFCAB7		EFCAB7							
3400615	NM_032437.1	84455	EFCAB7		EFCAB7							
5290367	NM_001080412.1	253461	ZBTB38		ZBTB38							
360224	NM_173521.3	158401	C9ORF84		C9ORF84							
6380403	NM_173521.3	158401	C9ORF84		C9ORF84							
4210576	AI828382		HS.554550		HS.554550							
7610504	NM_145287.2	162655	ZNF519		ZNF519							
4780608	XM_926970.1	653338	LOC653338		LOC653338							
4610523	XM_941697.1	652282	LOC652282		LOC652282							
6200379	NM_017833.3	54943	DNAJC28		DNAJC28							
430564	NM_017833.3	54943	DNAJC28		DNAJC28							
4670390	NM_002089.3	2920	CXCL2		CXCL2							
5910561	AA947189		HS.542409		HS.542409							
5560719	XM_932741.1	653587	LOC653587		LOC653587							
2810465	NM_007299.2	672	BRCA1		BRCA1							
6580615	BG723931		HS.568878		HS.568878							
2450156	NM_001079539.1	7494	XBP1		XBP1							
620615	NM_005001.2	4701	NDUFA7		NDUFA7							
6590593	NM_004889.2	9551	ATP5J2		ATP5J2							
5050482	XM_934015.2	644093	LOC644093		LOC644093							
6650132	NM_206894.1	388536	MGC62100		MGC62100							
3610008	DA879838		HS.534529		HS.534529							
3400209	NM_025047.1	80117	ARL14		ARL14							
70050	AI863643		HS.565004		HS.565004							
1820279	NM_130783.3	90139	TSPAN18		TSPAN18							
6650520	NM_130783.3	90139	TSPAN18		TSPAN18							
3870471	NM_012116.2	23624	CBLC		CBLC							
610669	BQ445862		HS.563189		HS.563189							
1110280	NM_207577.1	4135	MAP6		MAP6							
6290088	NM_002987.2	6361	CCL17		CCL17							
5670192	NM_145654.3	201299	RDM1		RDM1							
4850373	NM_032457.2	5099	PCDH7		PCDH7							
2570600	NM_153041.1	150596	FLJ32955		FLJ32955							
990739	NM_022784.1	64799	IQCH		IQCH							
460687	NM_003957.2	9024	BRSK2		BRSK2							
7550441	NM_017544.2	55922	NKRF		NKRF							
3710239	AI052754		HS.546189		HS.546189							
6660609	DA735051		HS.568659		HS.568659							
4900154	NR_002221.1	503645	DPRXP4		DPRXP4							
1190368	NR_002221.1	503645	DPRXP4		DPRXP4							
5560392	NM_020974.1	57758	SCUBE2		SCUBE2							
3130315	XM_933387.1	653696	LOC653696		LOC653696							
3990722	NM_022978.1	728492	SERF1B		SERF1B							
2340474	NM_022978.1	728492	SERF1B		SERF1B							
5130647	NM_022978.1	728492	SERF1B		SERF1B							
6580253	NM_022978.1	728492	SERF1B		SERF1B							
7550615	XM_936995.1	647935	LOC647935		LOC647935							
4640162	XM_930255.1	647215	LOC647215		LOC647215							
6200270	NR_003290.1	347918	EP400NL		EP400NL							
3140403	NM_002702.2	5463	POU6F1		POU6F1							
2490537	NM_001066.2	7133	TNFRSF1B		TNFRSF1B							
290373	NM_033034.1	85363	TRIM5		TRIM5							
6660465	NM_198999.1	375611	SLC26A5		SLC26A5							
3370010	NM_018252.1	55248	C1ORF75		C1ORF75							
2320133	NM_182743.1	7296	TXNRD1		TXNRD1							
5870768	NM_173661.1	285492	FLJ35424		FLJ35424							
5420647	NM_173661.1	285492	FLJ35424		FLJ35424							
6290376	NM_003419.2	25850	ZNF345		ZNF345							
2480372	NM_145351.1	8578	SCARF1		SCARF1							
2100072	DN916454		HS.573638		HS.573638							
380524	BG199331		HS.333749		HS.333749							
360136	XM_929525.1	646589	LOC646589		LOC646589							
840577	XM_933970.1	646849	LOC646849		LOC646849							
5490689	NM_002854.2	5816	PVALB		PVALB							
290241	BX089504		HS.573770		HS.573770							
110524	BQ276750		HS.433547		HS.433547							
3780424	NM_001080524.1	646174	C16ORF90		C16ORF90							
6520019	NM_001080524.1	646174	C16ORF90		C16ORF90							
7000161	NM_007280.1	11339	OIP5		OIP5							
3180484	NM_007280.1	11339	OIP5		OIP5							
1770274	BF508142		HS.557808		HS.557808							
7050408	BG527520		HS.377205		HS.377205							
630300	CK905711		HS.536630		HS.536630							
3390543	NM_032849.2	84935	C13ORF33		C13ORF33							
5670193	DA336829		HS.127462		HS.127462							
130670	NM_015457.2	25921	ZDHHC5		ZDHHC5							
7000437	NM_033481.3	26268	FBXO9		FBXO9							
2450403	BM679993		HS.563526		HS.563526							
2260619	NM_080875.1	142678	MIB2		MIB2							
6580753	NM_080875.1	142678	MIB2		MIB2							
5820482	XR_018004.1	153684	LOC153684		LOC153684							
3780280	NM_018260.1	55762	ZNF701		ZNF701							
670671	NM_001078650.1	80194	TMEM134		TMEM134							
4760113	NM_001012991.1	400506	LOC400506		LOC400506							
6760768	DA235741		HS.572841		HS.572841							
5900114	NM_203446.1	8867	SYNJ1		SYNJ1							
5900379	NM_003134.2	6727	SRP14		SRP14							
1340685	NM_201378.1	5339	PLEC1		PLEC1							
2600164	NM_003247.2	7058	THBS2		THBS2							
1300403	XM_943581.1	649107	LOC649107		LOC649107							
2640504	NM_152781.2	256957	C17ORF66		C17ORF66							
1230484	NR_003130.1	343477	HSP90B3P		HSP90B3P							
4590253	CB162214		HS.117869		HS.117869							
150184	NM_177980.1	60437	CDH26		CDH26							
2650435	NM_177980.1	60437	CDH26		CDH26							
1940681	BF371818		HS.216636		HS.216636							
1230736	NM_003738.3	8643	PTCH2		PTCH2							
2450088	NM_017447.2	54149	C21ORF91		C21ORF91							
6550075	AA584157		HS.540775		HS.540775							
4260678	NM_001008661.1	56267	CCBL2		CCBL2							
770630	NM_001008661.1	56267	CCBL2		CCBL2							
2850403	NM_001018054.1	7804	LRP8		LRP8							
3940592	NM_002629.2	5223	PGAM1		PGAM1							
2680706	NM_002629.2	5223	PGAM1		PGAM1							
3830113	NM_023939.3	65996	MGC2752		MGC2752							
3450521	NM_022664.1	1893	ECM1		ECM1							
6110280	NM_015944.2	51005	AMDHD2		AMDHD2							
1260601	NM_173216.1	6480	ST6GAL1		ST6GAL1							
3130192	NM_021569.2	2902	GRIN1		GRIN1							
160196	NM_022719.2	8220	DGCR14		DGCR14							
5570300	NM_145247.4	119392	C10ORF78		C10ORF78							
380669	NM_145247.4	119392	C10ORF78		C10ORF78							
5910639	XM_939543.1	650455	LOC650455		LOC650455							
5270670	NM_173559.1	222521	C6ORF224		C6ORF224							
1110221	NM_001024656.1	554235	LOC554235		LOC554235							
1980022	NM_016485.3	51534	VTA1		VTA1							
1340202	NM_016090.2	10179	RBM7		RBM7							
7570068	NM_001429.2	2033	EP300		EP300							
3060280	AW292488		HS.559151		HS.559151							
6180356	NM_001015885.1	8480	RAE1		RAE1							
870008	NM_001057.1	6865	TACR2		TACR2							
3420196	NM_033178.1	22947	DUX4		DUX4							
3400497	XM_926239.1	84739	C21ORF122		C21ORF122							
2570279	NM_201443.1	7004	TEAD4		TEAD4							
4040746	NM_201443.1	7004	TEAD4		TEAD4							
4210376	BQ446269		HS.537889		HS.537889							
2140438	BM684856		HS.477963		HS.477963							
6100437	AA453026		HS.545811		HS.545811							
5960608	AA451641		HS.574758		HS.574758							
4830224	XM_929265.1	646331	LOC646331		LOC646331							
4480014	CA307892		HS.353697		HS.353697							
3390564	NM_144718.2	152185	CCDC52		CCDC52							
7510292	NM_182398.1	9252	RPS6KA5		RPS6KA5							
1570601	XM_001130015.1	731548	LOC731548		LOC731548							
3940121	NM_173626.2	284129	SLC26A11		SLC26A11							
620414	NM_004493.1	3028	HADH2		HADH2							
4570132	XM_376454.3	401224	AACSL		AACSL							
4610102	NM_052932.2	114908	TMEM123		TMEM123							
7210630	NM_020653.1	57336	ZNF287		ZNF287							
6380632	BF592059		HS.550370		HS.550370							
2140324	BU568751		HS.582070		HS.582070							
460324	BG719776		HS.434238		HS.434238							
6980129	NM_153370.2	221476	PI16		PI16							
1990717	NM_020317.3	57035	C1ORF63		C1ORF63							
990674	BX339226		HS.282397		HS.282397							
20064	NM_001030273.1	406	ARNTL		ARNTL							
2060376	BG185938		HS.544719		HS.544719							
3800397	NM_207113.1	84255	SLC37A3		SLC37A3							
7560377	NM_207113.1	84255	SLC37A3		SLC37A3							
240746	NM_020692.1	57452	GALNTL1		GALNTL1							
6560458	NM_020692.1	57452	GALNTL1		GALNTL1							
7150372	R49557		HS.544573		HS.544573							
7150259	NM_024033.1	78996	C7ORF49		C7ORF49							
2900079	XM_936461.1	647389	LOC647389		LOC647389							
2810400	NM_017415.1	26249	KLHL3		KLHL3							
1010243	NM_024492.2	80350	LPAL2		LPAL2							
1500653	NM_024492.2	80350	LPAL2		LPAL2							
2060523	NM_024492.2	80350	LPAL2		LPAL2							
1450427	NM_022147.2	64108	RTP4		RTP4							
2450446	NM_015906.3	51592	TRIM33		TRIM33							
3890746	NM_015906.3	51592	TRIM33		TRIM33							
4640129	XM_925826.1	642277	LOC642277		LOC642277							
3130491	AW136025		HS.544080		HS.544080							
6130377	XM_932671.1	653206	LOC653206		LOC653206							
1570520	NM_003587.3	8449	DHX16		DHX16							
1710546	NM_018641.3	55501	CHST12		CHST12							
130546	XM_941485.1	652147	LOC652147		LOC652147							
6770465	NM_024805.1	79863	C18ORF22		C18ORF22							
6270019	BU633020		HS.565900		HS.565900							
60554	NM_005761.1	10154	PLXNC1		PLXNC1							
6840731	XM_941401.1	652076	LOC652076		LOC652076							
7210519	BX111473		HS.113139		HS.113139							
360747	NM_001042532.1	80347	COASY		COASY							
2630014	XM_937735.1	648668	LOC648668		LOC648668							
1010497	NM_145115.2	221785	ZNF498		ZNF498							
1240288	CR748360		HS.537521		HS.537521							
7100278	DB040628		HS.574766		HS.574766							
7570605	XM_001130645.1	729569	LOC729569		LOC729569							
6280326	NM_002112.2	3067	HDC		HDC							
4900220	NM_152402.2	133022	TRAM1L1		TRAM1L1							
3780474	BX111265		HS.212122		HS.212122							
2350470	XM_940896.2	440981	LOC440981		LOC440981							
2600047	NM_016175.3	51149	C5ORF45		C5ORF45							
4200035	NM_152945.2	129831	RBM45		RBM45							
430202	NM_003946.3	8996	NOL3		NOL3							
70463	NM_003946.3	8996	NOL3		NOL3							
3370181	NM_018843.2	55972	SLC25A40		SLC25A40							
6660431	NM_018843.2	55972	SLC25A40		SLC25A40							
7650142	NM_021103.3	9168	TMSB10		TMSB10							
620397	XM_926491.1	653211	LOC653211		LOC653211							
1030142	NM_016321.1	51458	RHCG		RHCG							
510747	NM_030660.2	4287	ATXN3		ATXN3							
1190524	NM_024306.2	79152	FA2H		FA2H							
3060022	NM_153812.1	148479	PHF13		PHF13							
3940653	NM_006036.2	9581	PREPL		PREPL							
3830196	AW452383		HS.563889		HS.563889							
4280121	T56469		HS.565487		HS.565487							
4560471	NM_004293.3	9615	GDA		GDA							
4060347	NM_004293.3	9615	GDA		GDA							
4920240	BX092494		HS.560329		HS.560329							
6370400	BU852568		HS.499194		HS.499194							
5260273	XM_937596.1	648541	LOC648541		LOC648541							
3360021	NM_153237.1	169693	C9ORF71		C9ORF71							
870482	AA719252		HS.87586		HS.87586							
6960291	XM_941351.1	649416	LOC649416		LOC649416							
5130196	XM_378655.2	96597	LOC96597		LOC96597							
3520608	XM_939545.1	648251	LOC648251		LOC648251							
1190110	NM_016208.2	51160	VPS28		VPS28							
5700348	NM_016208.2	51160	VPS28		VPS28							
3180593	XM_926016.1	642520	LOC642520		LOC642520							
1740152	BM905153		HS.580587		HS.580587							
1580152	NM_031232.2	63941	APBA2BP		APBA2BP							
7560243	NM_031232.2	63941	APBA2BP		APBA2BP							
3360048	NM_001045478.1	644997	C1ORF200		C1ORF200							
5890615	NM_001045478.1	644997	C1ORF200		C1ORF200							
5340672	NM_138933.1	29974	A1CF		A1CF							
5690156	NM_022492.3	64427	TTC31		TTC31							
4120445	NM_024593.2	79645	EFCAB1		EFCAB1							
240541	NM_000384.2	338	APOB		APOB							
6130474	NM_000091.3	1285	COL4A3		COL4A3							
6350356	NM_005932.1	4285	MIPEP		MIPEP							
1430273	XM_944495.1	648302	LOC648302		LOC648302							
630349	BQ006043		HS.566478		HS.566478							
6560471	NM_003176.2	6847	SYCP1		SYCP1							
1690653	BQ574670		HS.561415		HS.561415							
4880114	NM_004976.3	3746	KCNC1		KCNC1							
1340025	XM_933468.1	646207	LOC646207		LOC646207							
7320465	AF075031		HS.421532		HS.421532							
6900528	NM_001033568.1	55288	RHOT1		RHOT1							
6330364	DB350012		HS.577961		HS.577961							
3850687	NM_007076.2	11153	FICD		FICD							
2680324	AA862594		HS.575889		HS.575889							
110041	XM_001127592.1	79874	RABEP2		RABEP2							
6980343	DR977867		HS.584556		HS.584556							
2060615	NM_020328.2	91	ACVR1B		ACVR1B							
6660372	BX096541		HS.126512		HS.126512							
780133	NM_001009555.2	152503	SH3D19		SH3D19							
2190576	XM_936371.1	642220	LOC642220		LOC642220							
2470228	NM_005390.4	5161	PDHA2		PDHA2							
540112	NM_019120.2	56128	PCDHB8		PCDHB8							
5820484	AK124789		HS.519022		HS.519022							
1940674	NM_001456.2	2316	FLNA		FLNA							
7040066	BM678342		HS.538966		HS.538966							
6450706	AF009298		HS.544246		HS.544246							
4070692	AW270035		HS.543579		HS.543579							
5890711	AL109681		HS.226017		HS.226017							
6900021	BX504776		HS.565870		HS.565870							
3870180	NM_004114.2	2258	FGF13		FGF13							
7380239	NM_004114.2	2258	FGF13		FGF13							
5130471	NM_000922.2	5140	PDE3B		PDE3B							
20561	BG194291		HS.135789		HS.135789							
4050333	BG193634		HS.195639		HS.195639							
3610706	NM_203281.1	660	BMX		BMX							
5310056	T71147		HS.314174		HS.314174							
4610309	NM_032821.2	54768	HYDIN		HYDIN							
3390255	NM_032821.2	54768	HYDIN		HYDIN							
1170484	NM_032821.2	54768	HYDIN		HYDIN							
6840398	NM_032821.2	54768	HYDIN		HYDIN							
4050068	NM_032821.2	54768	HYDIN		HYDIN							
3450215	NM_032821.2	54768	HYDIN		HYDIN							
1780682	NM_032821.2	54768	HYDIN		HYDIN							
1710315	NM_032821.2	54768	HYDIN		HYDIN							
1740292	NM_032821.2	54768	HYDIN		HYDIN							
7550360	NM_032821.2	54768	HYDIN		HYDIN							
450270	NM_032821.2	54768	HYDIN		HYDIN							
5050630	NM_032821.2	54768	HYDIN		HYDIN							
4220435	NM_032821.2	54768	HYDIN		HYDIN							
5900168	NM_032821.2	54768	HYDIN		HYDIN							
3170010	NM_032821.2	54768	HYDIN		HYDIN							
7160554	NM_032821.2	54768	HYDIN		HYDIN							
1780286	NM_080731.1	25900	HOM-TES-103		HOM-TES-103							
6510494	XM_927258.1	644005	LOC644005		LOC644005							
4610538	NR_002189.2	391257	SUMO1P1		SUMO1P1							
3180594	NR_002189.2	391257	SUMO1P1		SUMO1P1							
380243	XM_932062.1	644234	LOC644234		LOC644234							
4560441	BF194948		HS.563834		HS.563834							
3710435	CD104817		HS.562423		HS.562423							
4590768	XM_937786.1	648704	LOC648704		LOC648704							
60221	NM_134440.1	8625	RFXANK		RFXANK							
1570661	NM_000775.2	1573	CYP2J2		CYP2J2							
4040408	AF144054		HS.539580		HS.539580							
650504	XM_936814.1	647748	LOC647748		LOC647748							
1240554	NM_001192.2	608	TNFRSF17		TNFRSF17							
10546	NM_001026.3	6229	RPS24		RPS24							
7330356	XM_929866.1	646905	LOC646905		LOC646905							
3710053	NM_005503.2	321	APBA2		APBA2							
7550181	NM_000629.2	3454	IFNAR1		IFNAR1							
1230020	AK091969		HS.562886		HS.562886							
4480092	XM_927169.1	643904	LOC643904		LOC643904							
2190228	XM_001128702.1	130367	SGPP2		SGPP2							
7510301	XM_934190.1	400954	LOC400954		LOC400954							
780731	AF052793		HS.542492		HS.542492							
6980484	BU569796		HS.122951		HS.122951							
7380626	NM_019027.1	54502	FLJ20273		FLJ20273							
4480358	NM_001039590.1	8239	USP9X		USP9X							
3610343	NM_002485.4	4683	NBN		NBN							
1660154	NM_006091.2	10391	CORO2B		CORO2B							
430291	BQ448415		HS.564035		HS.564035							
1580709	NM_007361.3	22795	NID2		NID2							
6020736	NM_003344.2	7328	UBE2H		UBE2H							
4900746	NM_003344.2	7328	UBE2H		UBE2H							
3060402	XM_380103.3	402483	LOC402483		LOC402483							
1260056	XM_926627.1	643265	LOC643265		LOC643265							
730364	BM988092		HS.441849		HS.441849							
4070743	NM_014363.3	26278	SACS		SACS							
7510379	NM_014363.3	26278	SACS		SACS							
6660041	NM_001013619.1	123688	LOC123688		LOC123688							
620142	NM_001013619.1	123688	LOC123688		LOC123688							
6280162	BX113689		HS.161998		HS.161998							
2710722	NM_153696.2	219595	PSMAL		PSMAL							
1580468	NM_144993.1	200424	TET3		TET3							
6110246	NM_024627.5	79680	C22ORF29		C22ORF29							
7210491	AI241270		HS.542227		HS.542227							
3180014	NM_001001716.1	4793	NFKBIB		NFKBIB							
7400484	XM_934088.1	644372	LOC644372		LOC644372							
1470296	NM_000426.3	3908	LAMA2		LAMA2							
5900255	XM_001132505.1	728689	LOC728689		LOC728689							
3450541	XM_001132505.1	728689	LOC728689		LOC728689							
3130332	BE675385		HS.576834		HS.576834							
3780168	NM_005202.1	1296	COL8A2		COL8A2							
540131	NM_018663.1	5827	PXMP2		PXMP2							
5820324	NM_018663.1	5827	PXMP2		PXMP2							
3830093	NM_014583.2	29995	LMCD1		LMCD1							
7330753	NM_005891.2	39	ACAT2		ACAT2							
2060301	NM_198321.2	55568	GALNT10		GALNT10							
2120474	CA312353		HS.502987		HS.502987							
4260561	NM_173607.3	283635	FAM177A1		FAM177A1							
610112	NM_173607.3	283635	FAM177A1		FAM177A1							
3990661	NM_173607.3	283635	FAM177A1		FAM177A1							
5310079	NM_015559.1	26040	SETBP1		SETBP1							
2710133	XM_378667		HS.434122		HS.434122							
10278	NM_145049.1	134510	UBLCP1		UBLCP1							
2360593	NM_001355.3	1652	DDT		DDT							
7160397	CR974963		HS.534445		HS.534445							
5690592	NM_024760.1	79816	TLE6		TLE6							
4150475	AA435945		HS.543977		HS.543977							
4280056	NM_001005162.2	340980	OR52B6		OR52B6							
520403	NM_144736.3	55471	PRO1853		PRO1853							
2680215	NM_001017425.2	3776	KCNK2		KCNK2							
2640468	NM_001017425.2	3776	KCNK2		KCNK2							
5870220	NM_001017425.2	3776	KCNK2		KCNK2							
2690048	XM_929268.1	646334	LOC646334		LOC646334							
4180746	BU186384		HS.582033		HS.582033							
2190487	CF890951		HS.526748		HS.526748							
6900274	XM_001132404.1	113146	C14ORF78		C14ORF78							
1400288	XM_001132404.1	113146	C14ORF78		C14ORF78							
3390551	XM_001132404.1	113146	C14ORF78		C14ORF78							
5270368	XM_938635.2	649563	LOC649563		LOC649563							
6980403	BX095866		HS.569296		HS.569296							
3520609	NM_001563.2	3617	IMPG1		IMPG1							
3800494	NM_001563.2	3617	IMPG1		IMPG1							
6510537	NM_057092.1	2286	FKBP2		FKBP2							
270164	BE465127		HS.545771		HS.545771							
7380253	BE677407		HS.542505		HS.542505							
5810520	BU678955		HS.537926		HS.537926							
460431	NM_001029864.1	85449	KIAA1755		KIAA1755							
380100	DA271864		HS.575486		HS.575486							
5090187	NM_001080419.1	85451	UNK		UNK							
650612	XM_941071.1	9121	SLC16A5		SLC16A5							
1510280	AK021556		HS.145444		HS.145444							
2000041	NM_145276.1	147837	ZNF563		ZNF563							
5050343	NM_001033659.1	284071	FLJ35848		FLJ35848							
3440136	XM_939987.1	650898	LOC650898		LOC650898							
1300390	AA121721		HS.547625		HS.547625							
6060092	NM_080621.4	140700	SAMD10		SAMD10							
